id,fecha_hora,comuna_id,comuna,ingreso_promedio_hogar,paradero_id,codigo_paradero,latitud,longitud,recorrido_id,recorrido,empresa_operadora,capacidad_pasajeros,tiempo_promedio_viaje,flujo_pasajeros,velocidad_promedio
439,2025-01-19 06:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,3,506,Redbus,110,40.23,1002,31.65
440,2025-01-19 07:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,5,712,Metbus,120,49.06,1275,29.38
441,2025-01-19 08:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,58.68,2302,20.82
442,2025-01-19 09:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,2,405,STP,100,56.38,2045,22.96
443,2025-01-19 10:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,3,506,Redbus,110,37.15,854,32.88
444,2025-01-19 11:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,2,405,STP,100,43.7,902,32.48
445,2025-01-19 12:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,42.17,1075,31.04
446,2025-01-19 13:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,8,Metro L5,Metro,1000,17.56,785,51.86
447,2025-01-19 14:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,3,506,Redbus,110,39.96,1110,30.75
448,2025-01-19 15:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,8,Metro L5,Metro,1000,16.48,335,53.66
449,2025-01-19 16:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,18.97,717,52.13
450,2025-01-19 17:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,9,Metro L6,Metro,1000,27.53,2651,44.4
451,2025-01-19 18:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,9,Metro L6,Metro,1000,22.87,1508,48.97
452,2025-01-19 19:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,9,Metro L6,Metro,1000,29.54,3680,40.28
453,2025-01-19 20:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,10,Metro L3,Metro,1000,22.71,1478,49.09
454,2025-01-19 21:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,5,712,Metbus,120,33.67,403,36.64
455,2025-01-19 22:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,10,Metro L3,Metro,1000,18.58,1195,50.22
456,2025-01-19 23:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,1,210,Metbus,120,41.23,1184,30.13
457,2025-01-20 00:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,5,712,Metbus,120,35.87,421,36.49
458,2025-01-20 01:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,18.1,1135,50.46
459,2025-01-20 02:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,1,210,Metbus,120,37.1,976,31.87
460,2025-01-20 03:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,9,Metro L6,Metro,1000,17.31,499,53.0
461,2025-01-20 04:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,9,Metro L6,Metro,1000,16.6,432,53.27
462,2025-01-20 05:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,3,506,Redbus,110,37.26,548,35.43
463,2025-01-20 06:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,3,506,Redbus,110,28.51,353,37.06
464,2025-01-20 07:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,1,210,Metbus,120,62.04,1996,23.37
465,2025-01-20 08:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,8,Metro L5,Metro,1000,22.8,1592,48.63
466,2025-01-20 09:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,7,Metro L4,Metro,1000,19.23,1509,48.96
467,2025-01-20 10:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,2,405,STP,100,48.29,1416,28.2
468,2025-01-20 11:00:00,9,Vitacura,3800000.0,9,VT109,-33.39,-70.57,3,506,Redbus,110,47.32,1304,29.13
469,2025-01-20 12:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,10,Metro L3,Metro,1000,19.16,1091,50.64
470,2025-01-20 13:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,5,712,Metbus,120,27.18,214,38.22
471,2025-01-20 14:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,7,Metro L4,Metro,1000,17.68,815,51.74
472,2025-01-20 15:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,10,Metro L3,Metro,1000,20.73,1311,49.76
473,2025-01-20 16:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,1,210,Metbus,120,31.32,481,35.99
474,2025-01-20 17:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,6,Metro L1,Metro,1000,25.08,2276,45.9
475,2025-01-20 18:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,24.13,1802,47.79
476,2025-01-20 19:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,10,Metro L3,Metro,1000,24.81,2703,44.19
477,2025-01-20 20:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,25.31,2330,45.68
478,2025-01-20 21:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,1,210,Metbus,120,42.58,887,32.61
479,2025-01-20 22:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,1,210,Metbus,120,35.11,645,34.62
480,2025-01-20 23:00:00,10,Lo Barnechea,4200000.0,10,LB110,-33.35,-70.52,8,Metro L5,Metro,1000,18.17,738,52.05
481,2025-01-21 00:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,5,712,Metbus,120,25.39,223,38.14
482,2025-01-21 01:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,1,210,Metbus,120,32.5,476,36.03
483,2025-01-21 02:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,6,Metro L1,Metro,1000,14.7,278,53.89
484,2025-01-21 03:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,7,Metro L4,Metro,1000,18.7,1127,50.49
485,2025-01-21 04:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,10,Metro L3,Metro,1000,17.21,805,51.78
486,2025-01-21 05:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,10,Metro L3,Metro,1000,17.49,796,51.82
487,2025-01-21 06:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,4,301,Vule,115,43.27,1197,30.02
488,2025-01-21 07:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,10,Metro L3,Metro,1000,23.49,2051,46.8
489,2025-01-21 08:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,5,712,Metbus,120,65.9,2194,21.72
490,2025-01-21 09:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,22.74,1904,47.38
491,2025-01-21 10:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,8,Metro L5,Metro,1000,18.4,1048,50.81
492,2025-01-21 11:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,5,712,Metbus,120,39.9,1004,31.63
493,2025-01-21 12:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,16.81,452,53.19
494,2025-01-21 13:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,1,210,Metbus,120,39.42,1063,31.14
495,2025-01-21 14:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,10,Metro L3,Metro,1000,16.4,364,53.54
496,2025-01-21 15:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,9,Metro L6,Metro,1000,20.12,984,51.06
497,2025-01-21 16:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,7,Metro L4,Metro,1000,17.67,870,51.52
498,2025-01-21 17:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,3,506,Redbus,110,69.4,2577,18.52
499,2025-01-21 18:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,3,506,Redbus,110,67.06,2382,20.15
500,2025-01-21 19:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,10,Metro L3,Metro,1000,27.1,3298,41.81
501,2025-01-21 20:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,5,712,Metbus,120,71.13,2510,19.08
502,2025-01-21 21:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,1,210,Metbus,120,41.33,967,31.94
503,2025-01-21 22:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,7,Metro L4,Metro,1000,23.46,1796,47.82
504,2025-01-21 23:00:00,9,Vitacura,3800000.0,9,VT109,-33.39,-70.57,9,Metro L6,Metro,1000,21.85,1550,48.8
505,2025-01-22 00:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,10,Metro L3,Metro,1000,18.33,629,52.48
506,2025-01-22 01:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,34.01,545,35.46
507,2025-01-22 02:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,27.67,312,37.4
508,2025-01-22 03:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,6,Metro L1,Metro,1000,16.44,452,53.19
509,2025-01-22 04:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,3,506,Redbus,110,32.5,330,37.25
510,2025-01-22 05:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,3,506,Redbus,110,30.74,443,36.31
511,2025-01-22 06:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,3,506,Redbus,110,32.64,612,34.9
512,2025-01-22 07:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,5,712,Metbus,120,67.06,2410,19.92
513,2025-01-22 08:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,2,405,STP,100,68.89,2409,19.93
514,2025-01-22 09:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,5,712,Metbus,120,73.74,2731,17.24
515,2025-01-22 10:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,2,405,STP,100,30.95,591,35.08
516,2025-01-22 11:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,8,Metro L5,Metro,1000,19.46,1116,50.54
517,2025-01-22 12:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,5,712,Metbus,120,31.0,484,35.97
518,2025-01-22 13:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,1,210,Metbus,120,32.96,546,35.45
519,2025-01-22 14:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,1,210,Metbus,120,36.93,949,32.09
520,2025-01-22 15:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,4,301,Vule,115,28.73,395,36.71
521,2025-01-22 16:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,5,712,Metbus,120,31.97,267,37.77
522,2025-01-22 17:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,6,Metro L1,Metro,1000,23.22,2334,45.66
523,2025-01-22 18:00:00,9,Vitacura,3800000.0,9,VT109,-33.39,-70.57,8,Metro L5,Metro,1000,29.26,3529,40.88
524,2025-01-22 19:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,7,Metro L4,Metro,1000,25.34,2762,43.95
525,2025-01-22 20:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,6,Metro L1,Metro,1000,20.86,1927,47.29
526,2025-01-22 21:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,19.12,860,51.56
527,2025-01-22 22:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,5,712,Metbus,120,44.07,1095,30.88
528,2025-01-22 23:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,17.22,920,51.32
529,2025-01-23 00:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,9,Metro L6,Metro,1000,20.49,1731,48.08
530,2025-01-23 01:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,5,712,Metbus,120,36.05,883,32.64
531,2025-01-23 02:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,5,712,Metbus,120,35.83,705,34.12
532,2025-01-23 03:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,5,712,Metbus,120,27.51,340,37.17
533,2025-01-23 04:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,3,506,Redbus,110,29.15,298,37.52
534,2025-01-23 05:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,9,Metro L6,Metro,1000,17.15,568,52.73
535,2025-01-23 06:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,4,301,Vule,115,35.61,812,33.23
536,2025-01-23 07:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,3,506,Redbus,110,58.06,2021,23.16
537,2025-01-23 08:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,7,Metro L4,Metro,1000,20.45,1338,49.65
538,2025-01-23 09:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,5,712,Metbus,120,65.64,2147,22.11
539,2025-01-23 10:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,6,Metro L1,Metro,1000,21.39,1221,50.12
540,2025-01-23 11:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,1,210,Metbus,120,49.32,1513,27.39
541,2025-01-23 12:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,44.64,1149,30.43
542,2025-01-23 13:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,4,301,Vule,115,44.51,972,31.9
543,2025-01-23 14:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,4,301,Vule,115,46.98,1051,31.24
544,2025-01-23 15:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,9,Metro L6,Metro,1000,19.24,1151,50.4
545,2025-01-23 16:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,1,210,Metbus,120,35.34,597,35.02
546,2025-01-23 17:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,4,301,Vule,115,60.28,2009,23.26
547,2025-01-23 18:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,9,Metro L6,Metro,1000,26.15,2933,43.27
548,2025-01-23 19:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,62.75,2348,20.43
549,2025-01-23 20:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,5,712,Metbus,120,57.19,2000,23.33
550,2025-01-23 21:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,8,Metro L5,Metro,1000,19.91,1300,49.8
551,2025-01-23 22:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,6,Metro L1,Metro,1000,17.33,957,51.17
552,2025-01-23 23:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,1,210,Metbus,120,37.01,842,32.98
553,2025-01-24 00:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,5,712,Metbus,120,32.55,538,35.52
554,2025-01-24 01:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,2,405,STP,100,33.31,263,37.81
555,2025-01-24 02:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,1,210,Metbus,120,35.98,637,34.69
556,2025-01-24 03:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,15.34,270,53.92
557,2025-01-24 04:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,10,Metro L3,Metro,1000,18.08,1123,50.51
558,2025-01-24 05:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,7,Metro L4,Metro,1000,18.19,900,51.4
559,2025-01-24 06:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,6,Metro L1,Metro,1000,19.28,860,51.56
560,2025-01-24 07:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,5,712,Metbus,120,58.06,2232,21.4
561,2025-01-24 08:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,4,301,Vule,115,78.11,2893,15.89
562,2025-01-24 09:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,6,Metro L1,Metro,1000,25.74,2498,45.01
563,2025-01-24 10:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,1,210,Metbus,120,25.73,339,37.17
564,2025-01-24 11:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,5,712,Metbus,120,55.86,1666,26.12
565,2025-01-24 12:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,4,301,Vule,115,28.7,503,35.81
566,2025-01-24 13:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,10,Metro L3,Metro,1000,21.9,1766,47.94
567,2025-01-24 14:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,6,Metro L1,Metro,1000,20.64,948,51.21
568,2025-01-24 15:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,9,Metro L6,Metro,1000,16.55,733,52.07
569,2025-01-24 16:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,8,Metro L5,Metro,1000,18.32,1137,50.45
570,2025-01-24 17:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,2,405,STP,100,65.03,2182,21.82
571,2025-01-24 18:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,8,Metro L5,Metro,1000,28.26,2862,43.55
572,2025-01-24 19:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,62.21,2046,22.95
573,2025-01-24 20:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,7,Metro L4,Metro,1000,24.33,2793,43.83
574,2025-01-24 21:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,36.33,962,31.98
575,2025-01-24 22:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,5,712,Metbus,120,50.64,1565,26.96
576,2025-01-24 23:00:00,10,Lo Barnechea,4200000.0,10,LB110,-33.35,-70.52,2,405,STP,100,25.34,222,38.15
577,2025-01-25 00:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,6,Metro L1,Metro,1000,16.17,653,52.39
578,2025-01-25 01:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,10,Metro L3,Metro,1000,15.34,361,53.56
579,2025-01-25 02:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,3,506,Redbus,110,29.24,257,37.86
580,2025-01-25 03:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,1,210,Metbus,120,49.76,1561,26.99
581,2025-01-25 04:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,5,712,Metbus,120,38.7,717,34.02
582,2025-01-25 05:00:00,9,Vitacura,3800000.0,9,VT109,-33.39,-70.57,3,506,Redbus,110,42.11,731,33.91
583,2025-01-25 06:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,10,Metro L3,Metro,1000,18.68,691,52.24
584,2025-01-25 07:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,1,210,Metbus,120,48.11,1528,27.27
585,2025-01-25 08:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,10,Metro L3,Metro,1000,23.05,1886,47.46
586,2025-01-25 09:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,10,Metro L3,Metro,1000,23.41,2201,46.2
587,2025-01-25 10:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,5,712,Metbus,120,31.64,561,35.33
588,2025-01-25 11:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,2,405,STP,100,33.24,498,35.85
589,2025-01-25 12:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,4,301,Vule,115,33.32,241,37.99
590,2025-01-25 13:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,8,Metro L5,Metro,1000,20.63,1043,50.83
591,2025-01-25 14:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,8,Metro L5,Metro,1000,18.87,1182,50.27
592,2025-01-25 15:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,35.77,912,32.4
593,2025-01-25 16:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,20.69,1090,50.64
594,2025-01-25 17:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,6,Metro L1,Metro,1000,23.76,2665,44.34
595,2025-01-25 18:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,9,Metro L6,Metro,1000,26.14,2406,45.38
596,2025-01-25 19:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,1,210,Metbus,120,71.79,2761,16.99
597,2025-01-25 20:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,3,506,Redbus,110,49.3,1402,28.32
598,2025-01-25 21:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,8,Metro L5,Metro,1000,16.44,781,51.88
599,2025-01-25 22:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,6,Metro L1,Metro,1000,17.91,820,51.72
600,2025-01-25 23:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,9,Metro L6,Metro,1000,17.08,887,51.45
601,2025-01-26 00:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,19.42,860,51.56
602,2025-01-26 01:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,2,405,STP,100,31.88,305,37.46
603,2025-01-26 02:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,10,Metro L3,Metro,1000,16.11,285,53.86
604,2025-01-26 03:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,2,405,STP,100,52.17,1354,28.72
605,2025-01-26 04:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,7,Metro L4,Metro,1000,18.97,913,51.35
606,2025-01-26 05:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,5,712,Metbus,120,48.95,1288,29.27
607,2025-01-26 06:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,4,301,Vule,115,47.07,1081,30.99
608,2025-01-26 07:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,5,712,Metbus,120,59.19,1995,23.38
609,2025-01-26 08:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,1,210,Metbus,120,61.04,2300,20.83
610,2025-01-26 09:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,1,210,Metbus,120,69.31,2399,20.01
611,2025-01-26 10:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,9,Metro L6,Metro,1000,19.03,990,51.04
612,2025-01-26 11:00:00,10,Lo Barnechea,4200000.0,10,LB110,-33.35,-70.52,3,506,Redbus,110,32.5,600,35.0
613,2025-01-26 12:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,6,Metro L1,Metro,1000,14.49,268,53.93
614,2025-01-26 13:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,3,506,Redbus,110,46.89,1029,31.43
615,2025-01-26 14:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,26.65,364,36.97
616,2025-01-26 15:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,10,Metro L3,Metro,1000,18.16,495,53.02
617,2025-01-26 16:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,3,506,Redbus,110,35.84,884,32.63
618,2025-01-26 17:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,7,Metro L4,Metro,1000,23.99,1845,47.62
619,2025-01-26 18:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,6,Metro L1,Metro,1000,24.03,2583,44.67
620,2025-01-26 19:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,2,405,STP,100,48.93,1487,27.61
621,2025-01-26 20:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,6,Metro L1,Metro,1000,24.27,1994,47.02
622,2025-01-26 21:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,30.81,341,37.16
623,2025-01-26 22:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,7,Metro L4,Metro,1000,23.11,1737,48.05
624,2025-01-26 23:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,1,210,Metbus,120,42.09,985,31.79
625,2025-01-27 00:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,10,Metro L3,Metro,1000,17.17,422,53.31
626,2025-01-27 01:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,7,Metro L4,Metro,1000,17.41,288,53.85
627,2025-01-27 02:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,4,301,Vule,115,32.28,595,35.04
628,2025-01-27 03:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,9,Metro L6,Metro,1000,18.78,1018,50.93
629,2025-01-27 04:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,3,506,Redbus,110,35.63,666,34.45
630,2025-01-27 05:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,10,Metro L3,Metro,1000,19.86,844,51.62
631,2025-01-27 06:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,8,Metro L5,Metro,1000,18.11,528,52.89
632,2025-01-27 07:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,10,Metro L3,Metro,1000,29.83,3894,39.42
633,2025-01-27 08:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,8,Metro L5,Metro,1000,19.85,1593,48.63
634,2025-01-27 09:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,7,Metro L4,Metro,1000,21.4,1895,47.42
635,2025-01-27 10:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,16.95,226,54.1
636,2025-01-27 11:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,2,405,STP,100,27.42,434,36.38
637,2025-01-27 12:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,10,Metro L3,Metro,1000,16.27,549,52.8
638,2025-01-27 13:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,5,712,Metbus,120,43.5,957,32.02
639,2025-01-27 14:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,7,Metro L4,Metro,1000,17.92,1103,50.59
640,2025-01-27 15:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,26.95,245,37.96
641,2025-01-27 16:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,9,Metro L6,Metro,1000,18.85,976,51.1
